Date,State,Gender,Legal,count
2005-03-01,ACT,Female,Remanded,9.0
2005-06-01,ACT,Female,Remanded,5.0
2005-09-01,ACT,Female,Remanded,0.0
2005-12-01,ACT,Female,Remanded,6.0
2006-03-01,ACT,Female,Remanded,6.0
2006-06-01,ACT,Female,Remanded,3.0
2006-09-01,ACT,Female,Remanded,8.0
2006-12-01,ACT,Female,Remanded,7.0
2007-03-01,ACT,Female,Remanded,2.0
2007-06-01,ACT,Female,Remanded,5.0
2007-09-01,ACT,Female,Remanded,4.0
2007-12-01,ACT,Female,Remanded,6.0
2008-03-01,ACT,Female,Remanded,8.0
2008-06-01,ACT,Female,Remanded,0.0
2008-09-01,ACT,Female,Remanded,8.0
2008-12-01,ACT,Female,Remanded,10.0
2009-03-01,ACT,Female,Remanded,11.0
2009-06-01,ACT,Female,Remanded,5.0
2009-09-01,ACT,Female,Remanded,3.0
2009-12-01,ACT,Female,Remanded,6.0
2010-03-01,ACT,Female,Remanded,5.0
2010-06-01,ACT,Female,Remanded,13.0
2010-09-01,ACT,Female,Remanded,9.0
2010-12-01,ACT,Female,Remanded,7.0
2011-03-01,ACT,Female,Remanded,8.0
2011-06-01,ACT,Female,Remanded,6.0
2011-09-01,ACT,Female,Remanded,8.0
2011-12-01,ACT,Female,Remanded,3.0
2012-03-01,ACT,Female,Remanded,4.0
2012-06-01,ACT,Female,Remanded,3.0
2012-09-01,ACT,Female,Remanded,4.0
2012-12-01,ACT,Female,Remanded,4.0
2013-03-01,ACT,Female,Remanded,4.0
2013-06-01,ACT,Female,Remanded,5.0
2013-09-01,ACT,Female,Remanded,1.0
2013-12-01,ACT,Female,Remanded,5.0
2014-03-01,ACT,Female,Remanded,5.0
2014-06-01,ACT,Female,Remanded,14.0
2014-09-01,ACT,Female,Remanded,4.0
2014-12-01,ACT,Female,Remanded,0.0
2015-03-01,ACT,Female,Remanded,6.0
2015-06-01,ACT,Female,Remanded,6.0
2015-09-01,ACT,Female,Remanded,4.0
2015-12-01,ACT,Female,Remanded,11.0
2016-03-01,ACT,Female,Remanded,14.0
2016-06-01,ACT,Female,Remanded,9.0
2016-09-01,ACT,Female,Remanded,8.0
2016-12-01,ACT,Female,Remanded,12.0
2005-03-01,ACT,Female,Sentenced,4.0
2005-06-01,ACT,Female,Sentenced,6.0
2005-09-01,ACT,Female,Sentenced,3.0
2005-12-01,ACT,Female,Sentenced,7.0
2006-03-01,ACT,Female,Sentenced,8.0
2006-06-01,ACT,Female,Sentenced,12.0
2006-09-01,ACT,Female,Sentenced,4.0
2006-12-01,ACT,Female,Sentenced,2.0
2007-03-01,ACT,Female,Sentenced,8.0
2007-06-01,ACT,Female,Sentenced,5.0
2007-09-01,ACT,Female,Sentenced,9.0
2007-12-01,ACT,Female,Sentenced,9.0
2008-03-01,ACT,Female,Sentenced,8.0
2008-06-01,ACT,Female,Sentenced,9.0
2008-09-01,ACT,Female,Sentenced,4.0
2008-12-01,ACT,Female,Sentenced,1.0
2009-03-01,ACT,Female,Sentenced,1.0
2009-06-01,ACT,Female,Sentenced,12.0
2009-09-01,ACT,Female,Sentenced,2.0
2009-12-01,ACT,Female,Sentenced,8.0
2010-03-01,ACT,Female,Sentenced,6.0
2010-06-01,ACT,Female,Sentenced,9.0
2010-09-01,ACT,Female,Sentenced,6.0
2010-12-01,ACT,Female,Sentenced,8.0
2011-03-01,ACT,Female,Sentenced,5.0
2011-06-01,ACT,Female,Sentenced,9.0
2011-09-01,ACT,Female,Sentenced,10.0
2011-12-01,ACT,Female,Sentenced,4.0
2012-03-01,ACT,Female,Sentenced,5.0
2012-06-01,ACT,Female,Sentenced,5.0
2012-09-01,ACT,Female,Sentenced,9.0
2012-12-01,ACT,Female,Sentenced,9.0
2013-03-01,ACT,Female,Sentenced,6.0
2013-06-01,ACT,Female,Sentenced,8.0
2013-09-01,ACT,Female,Sentenced,12.0
2013-12-01,ACT,Female,Sentenced,11.0
2014-03-01,ACT,Female,Sentenced,12.0
2014-06-01,ACT,Female,Sentenced,18.0
2014-09-01,ACT,Female,Sentenced,14.0
2014-12-01,ACT,Female,Sentenced,11.0
2015-03-01,ACT,Female,Sentenced,12.0
2015-06-01,ACT,Female,Sentenced,10.0
2015-09-01,ACT,Female,Sentenced,9.0
2015-12-01,ACT,Female,Sentenced,9.0
2016-03-01,ACT,Female,Sentenced,13.0
2016-06-01,ACT,Female,Sentenced,13.0
2016-09-01,ACT,Female,Sentenced,17.0
2016-12-01,ACT,Female,Sentenced,12.0
2005-03-01,ACT,Male,Remanded,73.0
2005-06-01,ACT,Male,Remanded,59.0
2005-09-01,ACT,Male,Remanded,52.0
2005-12-01,ACT,Male,Remanded,60.0
2006-03-01,ACT,Male,Remanded,60.0
2006-06-01,ACT,Male,Remanded,59.0
2006-09-01,ACT,Male,Remanded,54.0
2006-12-01,ACT,Male,Remanded,50.0
2007-03-01,ACT,Male,Remanded,54.0
2007-06-01,ACT,Male,Remanded,58.0
2007-09-01,ACT,Male,Remanded,57.0
2007-12-01,ACT,Male,Remanded,59.0
2008-03-01,ACT,Male,Remanded,71.0
2008-06-01,ACT,Male,Remanded,74.0
2008-09-01,ACT,Male,Remanded,87.0
2008-12-01,ACT,Male,Remanded,91.0
2009-03-01,ACT,Male,Remanded,104.0
2009-06-01,ACT,Male,Remanded,55.0
2009-09-01,ACT,Male,Remanded,58.0
2009-12-01,ACT,Male,Remanded,45.0
2010-03-01,ACT,Male,Remanded,66.0
2010-06-01,ACT,Male,Remanded,76.0
2010-09-01,ACT,Male,Remanded,62.0
2010-12-01,ACT,Male,Remanded,64.0
2011-03-01,ACT,Male,Remanded,77.0
2011-06-01,ACT,Male,Remanded,72.0
2011-09-01,ACT,Male,Remanded,66.0
2011-12-01,ACT,Male,Remanded,93.0
2012-03-01,ACT,Male,Remanded,93.0
2012-06-01,ACT,Male,Remanded,87.0
2012-09-01,ACT,Male,Remanded,84.0
2012-12-01,ACT,Male,Remanded,75.0
2013-03-01,ACT,Male,Remanded,61.0
2013-06-01,ACT,Male,Remanded,83.0
2013-09-01,ACT,Male,Remanded,72.0
2013-12-01,ACT,Male,Remanded,84.0
2014-03-01,ACT,Male,Remanded,82.0
2014-06-01,ACT,Male,Remanded,104.0
2014-09-01,ACT,Male,Remanded,87.0
2014-12-01,ACT,Male,Remanded,82.0
2015-03-01,ACT,Male,Remanded,86.0
2015-06-01,ACT,Male,Remanded,119.0
2015-09-01,ACT,Male,Remanded,97.0
2015-12-01,ACT,Male,Remanded,113.0
2016-03-01,ACT,Male,Remanded,114.0
2016-06-01,ACT,Male,Remanded,133.0
2016-09-01,ACT,Male,Remanded,142.0
2016-12-01,ACT,Male,Remanded,158.0
2005-03-01,ACT,Male,Sentenced,94.0
2005-06-01,ACT,Male,Sentenced,88.0
2005-09-01,ACT,Male,Sentenced,119.0
2005-12-01,ACT,Male,Sentenced,139.0
2006-03-01,ACT,Male,Sentenced,104.0
2006-06-01,ACT,Male,Sentenced,68.0
2006-09-01,ACT,Male,Sentenced,90.0
2006-12-01,ACT,Male,Sentenced,147.0
2007-03-01,ACT,Male,Sentenced,77.0
2007-06-01,ACT,Male,Sentenced,111.0
2007-09-01,ACT,Male,Sentenced,15.0
2007-12-01,ACT,Male,Sentenced,126.0
2008-03-01,ACT,Male,Sentenced,55.0
2008-06-01,ACT,Male,Sentenced,102.0
2008-09-01,ACT,Male,Sentenced,21.0
2008-12-01,ACT,Male,Sentenced,14.0
2009-03-01,ACT,Male,Sentenced,67.0
2009-06-01,ACT,Male,Sentenced,62.0
2009-09-01,ACT,Male,Sentenced,88.0
2009-12-01,ACT,Male,Sentenced,92.0
2010-03-01,ACT,Male,Sentenced,107.0
2010-06-01,ACT,Male,Sentenced,134.0
2010-09-01,ACT,Male,Sentenced,217.0
2010-12-01,ACT,Male,Sentenced,111.0
2011-03-01,ACT,Male,Sentenced,182.0
2011-06-01,ACT,Male,Sentenced,144.0
2011-09-01,ACT,Male,Sentenced,156.0
2011-12-01,ACT,Male,Sentenced,117.0
2012-03-01,ACT,Male,Sentenced,166.0
2012-06-01,ACT,Male,Sentenced,204.0
2012-09-01,ACT,Male,Sentenced,181.0
2012-12-01,ACT,Male,Sentenced,139.0
2013-03-01,ACT,Male,Sentenced,156.0
2013-06-01,ACT,Male,Sentenced,163.0
2013-09-01,ACT,Male,Sentenced,207.0
2013-12-01,ACT,Male,Sentenced,222.0
2014-03-01,ACT,Male,Sentenced,264.0
2014-06-01,ACT,Male,Sentenced,303.0
2014-09-01,ACT,Male,Sentenced,204.0
2014-12-01,ACT,Male,Sentenced,239.0
2015-03-01,ACT,Male,Sentenced,202.0
2015-06-01,ACT,Male,Sentenced,200.0
2015-09-01,ACT,Male,Sentenced,286.0
2015-12-01,ACT,Male,Sentenced,278.0
2016-03-01,ACT,Male,Sentenced,294.0
2016-06-01,ACT,Male,Sentenced,217.0
2016-09-01,ACT,Male,Sentenced,262.0
2016-12-01,ACT,Male,Sentenced,231.0
2005-03-01,NSW,Female,Remanded,139.0
2005-06-01,NSW,Female,Remanded,225.0
2005-09-01,NSW,Female,Remanded,138.0
2005-12-01,NSW,Female,Remanded,159.0
2006-03-01,NSW,Female,Remanded,247.0
2006-06-01,NSW,Female,Remanded,172.0
2006-09-01,NSW,Female,Remanded,183.0
2006-12-01,NSW,Female,Remanded,256.0
2007-03-01,NSW,Female,Remanded,209.0
2007-06-01,NSW,Female,Remanded,173.0
2007-09-01,NSW,Female,Remanded,229.0
2007-12-01,NSW,Female,Remanded,232.0
2008-03-01,NSW,Female,Remanded,177.0
2008-06-01,NSW,Female,Remanded,250.0
2008-09-01,NSW,Female,Remanded,223.0
2008-12-01,NSW,Female,Remanded,202.0
2009-03-01,NSW,Female,Remanded,246.0
2009-06-01,NSW,Female,Remanded,192.0
2009-09-01,NSW,Female,Remanded,247.0
2009-12-01,NSW,Female,Remanded,213.0
2010-03-01,NSW,Female,Remanded,225.0
2010-06-01,NSW,Female,Remanded,226.0
2010-09-01,NSW,Female,Remanded,196.0
2010-12-01,NSW,Female,Remanded,175.0
2011-03-01,NSW,Female,Remanded,191.0
2011-06-01,NSW,Female,Remanded,193.0
2011-09-01,NSW,Female,Remanded,184.0
2011-12-01,NSW,Female,Remanded,162.0
2012-03-01,NSW,Female,Remanded,195.0
2012-06-01,NSW,Female,Remanded,189.0
2012-09-01,NSW,Female,Remanded,200.0
2012-12-01,NSW,Female,Remanded,219.0
2013-03-01,NSW,Female,Remanded,186.0
2013-06-01,NSW,Female,Remanded,277.0
2013-09-01,NSW,Female,Remanded,186.0
2013-12-01,NSW,Female,Remanded,286.0
2014-03-01,NSW,Female,Remanded,250.0
2014-06-01,NSW,Female,Remanded,254.0
2014-09-01,NSW,Female,Remanded,172.0
2014-12-01,NSW,Female,Remanded,243.0
2015-03-01,NSW,Female,Remanded,289.0
2015-06-01,NSW,Female,Remanded,230.0
2015-09-01,NSW,Female,Remanded,298.0
2015-12-01,NSW,Female,Remanded,304.0
2016-03-01,NSW,Female,Remanded,394.0
2016-06-01,NSW,Female,Remanded,390.0
2016-09-01,NSW,Female,Remanded,399.0
2016-12-01,NSW,Female,Remanded,412.0
2005-03-01,NSW,Female,Sentenced,484.0
2005-06-01,NSW,Female,Sentenced,493.0
2005-09-01,NSW,Female,Sentenced,477.0
2005-12-01,NSW,Female,Sentenced,446.0
2006-03-01,NSW,Female,Sentenced,427.0
2006-06-01,NSW,Female,Sentenced,465.0
2006-09-01,NSW,Female,Sentenced,500.0
2006-12-01,NSW,Female,Sentenced,481.0
2007-03-01,NSW,Female,Sentenced,454.0
2007-06-01,NSW,Female,Sentenced,516.0
2007-09-01,NSW,Female,Sentenced,468.0
2007-12-01,NSW,Female,Sentenced,459.0
2008-03-01,NSW,Female,Sentenced,417.0
2008-06-01,NSW,Female,Sentenced,467.0
2008-09-01,NSW,Female,Sentenced,510.0
2008-12-01,NSW,Female,Sentenced,524.0
2009-03-01,NSW,Female,Sentenced,488.0
2009-06-01,NSW,Female,Sentenced,525.0
2009-09-01,NSW,Female,Sentenced,549.0
2009-12-01,NSW,Female,Sentenced,591.0
2010-03-01,NSW,Female,Sentenced,542.0
2010-06-01,NSW,Female,Sentenced,568.0
2010-09-01,NSW,Female,Sentenced,597.0
2010-12-01,NSW,Female,Sentenced,525.0
2011-03-01,NSW,Female,Sentenced,496.0
2011-06-01,NSW,Female,Sentenced,442.0
2011-09-01,NSW,Female,Sentenced,483.0
2011-12-01,NSW,Female,Sentenced,468.0
2012-03-01,NSW,Female,Sentenced,440.0
2012-06-01,NSW,Female,Sentenced,463.0
2012-09-01,NSW,Female,Sentenced,411.0
2012-12-01,NSW,Female,Sentenced,418.0
2013-03-01,NSW,Female,Sentenced,466.0
2013-06-01,NSW,Female,Sentenced,470.0
2013-09-01,NSW,Female,Sentenced,465.0
2013-12-01,NSW,Female,Sentenced,477.0
2014-03-01,NSW,Female,Sentenced,476.0
2014-06-01,NSW,Female,Sentenced,486.0
2014-09-01,NSW,Female,Sentenced,514.0
2014-12-01,NSW,Female,Sentenced,484.0
2015-03-01,NSW,Female,Sentenced,484.0
2015-06-01,NSW,Female,Sentenced,553.0
2015-09-01,NSW,Female,Sentenced,558.0
2015-12-01,NSW,Female,Sentenced,566.0
2016-03-01,NSW,Female,Sentenced,555.0
2016-06-01,NSW,Female,Sentenced,533.0
2016-09-01,NSW,Female,Sentenced,557.0
2016-12-01,NSW,Female,Sentenced,556.0
2005-03-01,NSW,Male,Remanded,2183.0
2005-06-01,NSW,Male,Remanded,1737.0
2005-09-01,NSW,Male,Remanded,1398.0
2005-12-01,NSW,Male,Remanded,1839.0
2006-03-01,NSW,Male,Remanded,2023.0
2006-06-01,NSW,Male,Remanded,1567.0
2006-09-01,NSW,Male,Remanded,1527.0
2006-12-01,NSW,Male,Remanded,1777.0
2007-03-01,NSW,Male,Remanded,2587.0
2007-06-01,NSW,Male,Remanded,2025.0
2007-09-01,NSW,Male,Remanded,2353.0
2007-12-01,NSW,Male,Remanded,2390.0
2008-03-01,NSW,Male,Remanded,1941.0
2008-06-01,NSW,Male,Remanded,2772.0
2008-09-01,NSW,Male,Remanded,2333.0
2008-12-01,NSW,Male,Remanded,2540.0
2009-03-01,NSW,Male,Remanded,2216.0
2009-06-01,NSW,Male,Remanded,2681.0
2009-09-01,NSW,Male,Remanded,2790.0
2009-12-01,NSW,Male,Remanded,2521.0
2010-03-01,NSW,Male,Remanded,2024.0
2010-06-01,NSW,Male,Remanded,2544.0
2010-09-01,NSW,Male,Remanded,2445.0
2010-12-01,NSW,Male,Remanded,2700.0
2011-03-01,NSW,Male,Remanded,3250.0
2011-06-01,NSW,Male,Remanded,2870.0
2011-09-01,NSW,Male,Remanded,2660.0
2011-12-01,NSW,Male,Remanded,2725.0
2012-03-01,NSW,Male,Remanded,1935.0
2012-06-01,NSW,Male,Remanded,2211.0
2012-09-01,NSW,Male,Remanded,2317.0
2012-12-01,NSW,Male,Remanded,2790.0
2013-03-01,NSW,Male,Remanded,2796.0
2013-06-01,NSW,Male,Remanded,2713.0
2013-09-01,NSW,Male,Remanded,2725.0
2013-12-01,NSW,Male,Remanded,2232.0
2014-03-01,NSW,Male,Remanded,2830.0
2014-06-01,NSW,Male,Remanded,3415.0
2014-09-01,NSW,Male,Remanded,2608.0
2014-12-01,NSW,Male,Remanded,2557.0
2015-03-01,NSW,Male,Remanded,2651.0
2015-06-01,NSW,Male,Remanded,3114.0
2015-09-01,NSW,Male,Remanded,3086.0
2015-12-01,NSW,Male,Remanded,3733.0
2016-03-01,NSW,Male,Remanded,3850.0
2016-06-01,NSW,Male,Remanded,4096.0
2016-09-01,NSW,Male,Remanded,3967.0
2016-12-01,NSW,Male,Remanded,3974.0
2005-03-01,NSW,Male,Sentenced,6501.0
2005-06-01,NSW,Male,Sentenced,6248.0
2005-09-01,NSW,Male,Sentenced,6445.0
2005-12-01,NSW,Male,Sentenced,6309.0
2006-03-01,NSW,Male,Sentenced,6526.0
2006-06-01,NSW,Male,Sentenced,7037.0
2006-09-01,NSW,Male,Sentenced,6963.0
2006-12-01,NSW,Male,Sentenced,6602.0
2007-03-01,NSW,Male,Sentenced,6540.0
2007-06-01,NSW,Male,Sentenced,6888.0
2007-09-01,NSW,Male,Sentenced,6435.0
2007-12-01,NSW,Male,Sentenced,6453.0
2008-03-01,NSW,Male,Sentenced,7211.0
2008-06-01,NSW,Male,Sentenced,6773.0
2008-09-01,NSW,Male,Sentenced,7165.0
2008-12-01,NSW,Male,Sentenced,6720.0
2009-03-01,NSW,Male,Sentenced,6768.0
2009-06-01,NSW,Male,Sentenced,7646.0
2009-09-01,NSW,Male,Sentenced,7084.0
2009-12-01,NSW,Male,Sentenced,7314.0
2010-03-01,NSW,Male,Sentenced,6583.0
2010-06-01,NSW,Male,Sentenced,7057.0
2010-09-01,NSW,Male,Sentenced,6987.0
2010-12-01,NSW,Male,Sentenced,6877.0
2011-03-01,NSW,Male,Sentenced,6686.0
2011-06-01,NSW,Male,Sentenced,6930.0
2011-09-01,NSW,Male,Sentenced,6220.0
2011-12-01,NSW,Male,Sentenced,6683.0
2012-03-01,NSW,Male,Sentenced,6643.0
2012-06-01,NSW,Male,Sentenced,6625.0
2012-09-01,NSW,Male,Sentenced,6615.0
2012-12-01,NSW,Male,Sentenced,6450.0
2013-03-01,NSW,Male,Sentenced,6450.0
2013-06-01,NSW,Male,Sentenced,6679.0
2013-09-01,NSW,Male,Sentenced,6308.0
2013-12-01,NSW,Male,Sentenced,6951.0
2014-03-01,NSW,Male,Sentenced,6861.0
2014-06-01,NSW,Male,Sentenced,7266.0
2014-09-01,NSW,Male,Sentenced,7484.0
2014-12-01,NSW,Male,Sentenced,7204.0
2015-03-01,NSW,Male,Sentenced,7042.0
2015-06-01,NSW,Male,Sentenced,7430.0
2015-09-01,NSW,Male,Sentenced,7520.0
2015-12-01,NSW,Male,Sentenced,7789.0
2016-03-01,NSW,Male,Sentenced,7896.0
2016-06-01,NSW,Male,Sentenced,7658.0
2016-09-01,NSW,Male,Sentenced,7946.0
2016-12-01,NSW,Male,Sentenced,7869.0
2005-03-01,NT,Female,Remanded,10.0
2005-06-01,NT,Female,Remanded,0.0
2005-09-01,NT,Female,Remanded,12.0
2005-12-01,NT,Female,Remanded,12.0
2006-03-01,NT,Female,Remanded,17.0
2006-06-01,NT,Female,Remanded,21.0
2006-09-01,NT,Female,Remanded,10.0
2006-12-01,NT,Female,Remanded,11.0
2007-03-01,NT,Female,Remanded,23.0
2007-06-01,NT,Female,Remanded,13.0
2007-09-01,NT,Female,Remanded,7.0
2007-12-01,NT,Female,Remanded,10.0
2008-03-01,NT,Female,Remanded,5.0
2008-06-01,NT,Female,Remanded,11.0
2008-09-01,NT,Female,Remanded,2.0
2008-12-01,NT,Female,Remanded,19.0
2009-03-01,NT,Female,Remanded,14.0
2009-06-01,NT,Female,Remanded,15.0
2009-09-01,NT,Female,Remanded,4.0
2009-12-01,NT,Female,Remanded,13.0
2010-03-01,NT,Female,Remanded,15.0
2010-06-01,NT,Female,Remanded,13.0
2010-09-01,NT,Female,Remanded,17.0
2010-12-01,NT,Female,Remanded,3.0
2011-03-01,NT,Female,Remanded,2.0
2011-06-01,NT,Female,Remanded,18.0
2011-09-01,NT,Female,Remanded,20.0
2011-12-01,NT,Female,Remanded,10.0
2012-03-01,NT,Female,Remanded,34.0
2012-06-01,NT,Female,Remanded,13.0
2012-09-01,NT,Female,Remanded,30.0
2012-12-01,NT,Female,Remanded,25.0
2013-03-01,NT,Female,Remanded,33.0
2013-06-01,NT,Female,Remanded,27.0
2013-09-01,NT,Female,Remanded,41.0
2013-12-01,NT,Female,Remanded,34.0
2014-03-01,NT,Female,Remanded,63.0
2014-06-01,NT,Female,Remanded,35.0
2014-09-01,NT,Female,Remanded,36.0
2014-12-01,NT,Female,Remanded,41.0
2015-03-01,NT,Female,Remanded,49.0
2015-06-01,NT,Female,Remanded,49.0
2015-09-01,NT,Female,Remanded,47.0
2015-12-01,NT,Female,Remanded,58.0
2016-03-01,NT,Female,Remanded,39.0
2016-06-01,NT,Female,Remanded,43.0
2016-09-01,NT,Female,Remanded,41.0
2016-12-01,NT,Female,Remanded,46.0
2005-03-01,NT,Female,Sentenced,9.0
2005-06-01,NT,Female,Sentenced,19.0
2005-09-01,NT,Female,Sentenced,21.0
2005-12-01,NT,Female,Sentenced,0.0
2006-03-01,NT,Female,Sentenced,21.0
2006-06-01,NT,Female,Sentenced,28.0
2006-09-01,NT,Female,Sentenced,25.0
2006-12-01,NT,Female,Sentenced,0.0
2007-03-01,NT,Female,Sentenced,38.0
2007-06-01,NT,Female,Sentenced,65.0
2007-09-01,NT,Female,Sentenced,43.0
2007-12-01,NT,Female,Sentenced,15.0
2008-03-01,NT,Female,Sentenced,24.0
2008-06-01,NT,Female,Sentenced,34.0
2008-09-01,NT,Female,Sentenced,26.0
2008-12-01,NT,Female,Sentenced,21.0
2009-03-01,NT,Female,Sentenced,36.0
2009-06-01,NT,Female,Sentenced,25.0
2009-09-01,NT,Female,Sentenced,14.0
2009-12-01,NT,Female,Sentenced,32.0
2010-03-01,NT,Female,Sentenced,30.0
2010-06-01,NT,Female,Sentenced,42.0
2010-09-01,NT,Female,Sentenced,30.0
2010-12-01,NT,Female,Sentenced,23.0
2011-03-01,NT,Female,Sentenced,34.0
2011-06-01,NT,Female,Sentenced,38.0
2011-09-01,NT,Female,Sentenced,41.0
2011-12-01,NT,Female,Sentenced,38.0
2012-03-01,NT,Female,Sentenced,35.0
2012-06-01,NT,Female,Sentenced,47.0
2012-09-01,NT,Female,Sentenced,68.0
2012-12-01,NT,Female,Sentenced,56.0
2013-03-01,NT,Female,Sentenced,60.0
2013-06-01,NT,Female,Sentenced,84.0
2013-09-01,NT,Female,Sentenced,77.0
2013-12-01,NT,Female,Sentenced,76.0
2014-03-01,NT,Female,Sentenced,68.0
2014-06-01,NT,Female,Sentenced,71.0
2014-09-01,NT,Female,Sentenced,81.0
2014-12-01,NT,Female,Sentenced,59.0
2015-03-01,NT,Female,Sentenced,105.0
2015-06-01,NT,Female,Sentenced,87.0
2015-09-01,NT,Female,Sentenced,120.0
2015-12-01,NT,Female,Sentenced,116.0
2016-03-01,NT,Female,Sentenced,105.0
2016-06-01,NT,Female,Sentenced,91.0
2016-09-01,NT,Female,Sentenced,94.0
2016-12-01,NT,Female,Sentenced,111.0
2005-03-01,NT,Male,Remanded,126.0
2005-06-01,NT,Male,Remanded,135.0
2005-09-01,NT,Male,Remanded,106.0
2005-12-01,NT,Male,Remanded,90.0
2006-03-01,NT,Male,Remanded,188.0
2006-06-01,NT,Male,Remanded,123.0
2006-09-01,NT,Male,Remanded,251.0
2006-12-01,NT,Male,Remanded,269.0
2007-03-01,NT,Male,Remanded,208.0
2007-06-01,NT,Male,Remanded,110.0
2007-09-01,NT,Male,Remanded,76.0
2007-12-01,NT,Male,Remanded,126.0
2008-03-01,NT,Male,Remanded,148.0
2008-06-01,NT,Male,Remanded,205.0
2008-09-01,NT,Male,Remanded,185.0
2008-12-01,NT,Male,Remanded,267.0
2009-03-01,NT,Male,Remanded,293.0
2009-06-01,NT,Male,Remanded,290.0
2009-09-01,NT,Male,Remanded,227.0
2009-12-01,NT,Male,Remanded,328.0
2010-03-01,NT,Male,Remanded,300.0
2010-06-01,NT,Male,Remanded,263.0
2010-09-01,NT,Male,Remanded,267.0
2010-12-01,NT,Male,Remanded,242.0
2011-03-01,NT,Male,Remanded,336.0
2011-06-01,NT,Male,Remanded,317.0
2011-09-01,NT,Male,Remanded,314.0
2011-12-01,NT,Male,Remanded,172.0
2012-03-01,NT,Male,Remanded,311.0
2012-06-01,NT,Male,Remanded,336.0
2012-09-01,NT,Male,Remanded,335.0
2012-12-01,NT,Male,Remanded,301.0
